id,name,address,latitude,longitude,website,rating,user_ratings,summary,types,opening_hours,phone
ChIJcz25wTNsrjsRTIdchP0qIfs,Kiran Mazumdar Cancer Center,"29/P2, Hosur Rd, Bommasandra Industrial Area, Bengaluru, Bommasandra, Karnataka 560099, India",12.8065796,77.6947935,,3.5,31,,"hospital, health, point_of_interest, establishment",Open now,080 2783 2648
ChIJc9-XQW5trjsR5ZqJdCcLQSI,BEST HOSPITAL,"413, Hosur Rd, Beside Railway bridge, Near K.M.S Kalyana Mandira, Teachers Colony, Chandapura, Bengaluru, Chandrapura -Chatrakane, Karnataka 560099, India",12.8015106,77.7078921,,3.8,168,,"hospital, health, point_of_interest, establishment",Open now,081973 25545
ChIJkTo6NMBtrjsR8yhQAXd8daw,NH Health International Wing,"RM5V+JP6, Bommasandra Industrial Area, Bommasandra, Karnataka 560099, India",12.8090423,77.6942681,,3.2,14,,"hospital, health, point_of_interest, establishment",Open now,1800 309 0309
ChIJlwZZ5M1trjsR4lX5s98io4w,Government Hospital Chandapura,"RP33+HR4, Tranquil City, Bommasandra Village, Chandrapura -Chatrakane, Karnataka 560099, India",12.8038952,77.7045758,,2.8,58,,"hospital, health, point_of_interest, establishment",Closed,
ChIJe8h5iuhtrjsRnfCCE15zoY4,Advitha Pet Hospital - Chandapura,"Near Chandapura railway bridge, Hosur Rd, opp. to BEST HOSPITAL, M R Layout, Tranquil City, Bommasandra Village, Bengaluru, Chandrapura -Chatrakane, Karnataka 560081, India",12.8023559,77.708698,https://advithapethospital.com/contact/,4.9,936,,"hospital, health, point_of_interest, establishment",Open now,091089 00857
ChIJsc2AedJtrjsRWoR3l7N3wGk,Sri Chakra Hospital and vaccination centre,"90/4, Chandapura Circle, Hosur Rd, near Keerthana International Hotel, Keerthi Layout, Terracon Residency, Suryanagar, Bengaluru, Chandrapura -Chatrakane, Karnataka 560099, India",12.8025503,77.7027378,,3.5,40,,"hospital, doctor, health, point_of_interest, establishment",Open now,096630 00065
ChIJgTTgs0lsrjsRc1gVhISU7nc,Sri Venkateshwara Nursing Home,"RM8R+6F9, Bommasandra Industrial Area, Bengaluru, Bommasandra, Karnataka 560099, India",12.815542,77.6912358,,3.2,46,,"hospital, health, point_of_interest, establishment",Open now,
ChIJd9EcStBtrjsRu9VELUFj2rA,AAYUSH HOSPITAL - CHANDAPURA,"151/2, Old Chandapura, Hosur Main Road, Towards Lakshmisagara Road, Anekal, Taluk, Biotech Park, Chandapura, Bengaluru, Bommasandra, Karnataka 560081, India",12.8028253,77.7118771,https://aayushhospital.org/,4.5,886,,"pharmacy, doctor, store, hospital, health, point_of_interest, establishment",Open now,094484 40892
ChIJ2ewy6khtrjsRfUKnVxy9e-w,MAGNA MULTISPECIALITY CLINIC,"SHOP NO 2 , KMS BUILDING, NH-7 IN FRONT, CHANDAPURA OF KMS KALYANA MANTAPA ANEKAL TQ, Teachers Colony, Chandapura, Chandrapura -Chatrakane, Karnataka 560081, India",12.8017731,77.7068064,,4.6,125,,"skin_care_clinic, physiotherapist, hair_care, beauty_salon, doctor, store, hospital, health, point_of_interest, establishment",Open now,063622 19949
ChIJ7con6TNsrjsREsHF5JOHlew,Mazumdar Shaw Translational Centre,"29/P2,, 29/P2, 8th floor, inside Narayana health city, Hosur Rd, Bommasandra Industrial Area, Bengaluru, Bommasandra, Karnataka 560099, India",12.8093449,77.6961618,,4.5,28,,"hospital, health, point_of_interest, establishment",Opening hours not available,
ChIJJ0IcmjdxrjsRXbPTJY6S8K0,Sri Venkateshwara Hospital,"Site No 1, SKY HEIGHTS, 2, Sarjapura - Attibele Rd, Indelebele Village, Bengaluru, INDALABELE, Karnataka 562107, India",12.7915574,77.7769871,,5,1,,"hospital, health, point_of_interest, establishment",Opening hours not available,
ChIJhxrznmNxrjsRYuALgk9Dzhc,Govt Hospital,"Bagur road,Begapalli, QRR4+Q5H, Hosur, Tamil Nadu 635109, India",12.7919474,77.8054862,,3.8,13,,"hospital, health, point_of_interest, establishment",Closed,
ChIJC94Z559xrjsR4Meq8IE37w4,Nallampatti broken bone best treatment center KRISHNAGIRI (D.T) HOSUR - 635126.,"3/335, Govinda Agraharam circle Check post road, Begepalli, sipcot, Hosur, Tamil Nadu 635126, India",12.779038,77.7991409,https://book-appointment.healthplix.com/dr-n-p-muniyappan-physician-2nd-cross-begepalli--sipcot--hosur,4.9,181,,"doctor, hospital, health, point_of_interest, establishment",Open now,094423 02749
ChIJ3UcCOMVHrjsRjz_CDK6t6pk,SRS MEDICAL AND CLINIC,"wonderla gate, Hampapura Road, near Kanthi sweets, Bengaluru, Karnataka 562109, India",12.834008,77.4150337,,5,1,,"hospital, health, point_of_interest, establishment",Open now,
ChIJA_ZvYbtJrjsRaBspsgLB5-s,Rotary rural health centre kakaramanahalli district Ramnagar Karnataka,"R9J6+MP7, Kakaramanahalli, Karnataka 562109, India",12.83166,77.3617967,,,0,,"hospital, health, point_of_interest, establishment",Opening hours not available,
ChIJL6Jl2zlHrjsRA56WB0FSdgg,"Dr. Divya G Nair, Treated 16K+ Patients | Best Dentist in Bangalore | RCT | Wisdom Teeth Removal","Orofacia Dental Clinic, Bengaluru, Karnataka 560075, India",12.836,77.4149,https://www.apollo247.com/doctors/dr-Divya-Nair-e3a4aa3a-4551-4ab8-ac5b-88360651a1cd,,0,,"dentist, dental_clinic, hospital, doctor, health, point_of_interest, establishment",Open now,080 4696 1837
ChIJrw6fv2xHrjsRJlXZoGAf4qk,Government Hospital,"RFQ2+QR2, Kumbalagodu-Gollahalli Rd, Kengeri Hobli, Bengaluru, Karnataka 560082, India",12.8393956,77.4520016,,4,9,,"hospital, health, point_of_interest, establishment",Opening hours not available,
ChIJtevsClhHrjsRRt29Kp1MBRE,Primary Health Centre,"k, gollahalli, Kengeri Hobli, Bengaluru, Karnataka 74, India",12.8394148,77.4519537,,4.5,2,,"hospital, health, point_of_interest, establishment",Closed,
ChIJUw2NxCNHrjsRAto6YDKwzvY,Government Veterinary Hospital,"RFJ2+H9H, Gonipura, Bengaluru, Karnataka 560082, India",12.8314473,77.4509817,,4,1,,"hospital, health, point_of_interest, establishment",Opening hours not available,
ChIJeX7v5BlBrjsRQCvBtIjWrDY,"Sanathana Yoga & Nature cure Hospital,LK Trust","RF8X+F6J, Bengaluru, Karnataka 560082, India",12.8162074,77.4980002,,,0,,"hospital, health, point_of_interest, establishment",Opening hours not available,
ChIJE2ETdwBBrjsRUG9HvQXYAjc,BMS Hospital UNIT II,"RFRP+99F, Agara, Bengaluru, Karnataka 560060, India",12.8409382,77.4859175,,4.3,15,,"hospital, health, point_of_interest, establishment",Open now,
ChIJ6SRJ3WI_rjsRBZ0CPTwdO8A,WhiteZ Dental Holistic and Biological Dentistry,"Second Floor, Survey No 133, VM Square, Kanakapura Main Rd, beside Dayanand Sagar Engineering College, Badamanavarathekaval, Bengaluru, Karnataka 560082, India",12.8261352,77.5134861,https://whitezdental.com/,5,34,,"dental_clinic, dentist, hospital, doctor, health, point_of_interest, establishment",Open now,098800 84033
ChIJD3gdxAZBrjsR44nUuIyoz0I,Agara PHC,"RFVQ+QVM, Agara, Bengaluru, Karnataka 560062, India",12.8444551,77.4896586,,4.2,5,,"hospital, health, point_of_interest, establishment",Closed,
ChIJu86vJ1tBrjsRmP6CB91w_SI,Rotary Bangalore Lalithamma Hospital,"Agara, Bengaluru, Karnataka 560062, India",12.844485,77.4896037,,2,1,,"dental_clinic, hospital, health, point_of_interest, establishment",Opening hours not available,
ChIJ9-C5me5ArjsRK2I1ueUuHtM,"Abhaya Medical college, Aagara","RGV2+C64, Badamanavarathekaval, Karnataka 560062, India",12.843517,77.5005645,,1,1,,"hospital, health, point_of_interest, establishment",Open now,
ChIJYSyEoblBrjsRryg3PeTcbpE,Karatandavam Ayurveda Centre,"Laasya Priya Nilaya, 38/1, Kanakapura Main Rd, near shaneshwara temple, Bengaluru, Karnataka 560062, India",12.8382902,77.5157984,,4,4,,"hospital, health, point_of_interest, establishment",Open now,094807 27655
ChIJuRoozpJqrjsRTKsSlKFhNcc,Vinayaka Hospital,"529, 4th Cross Rd, Weavers Colony, Gottigere, Bengaluru, Karnataka 560083, India",12.8445705,77.584371,,3.2,32,,"hospital, health, point_of_interest, establishment",Open now,080 2842 9485
ChIJr2pnxJJqrjsRvocfHmkR15U,Banashankari Hospital,"963/A, Bannerghatta Rd, Weavers Colony, Gottigere, Bengaluru, Karnataka 560083, India",12.8442679,77.5837613,,3.7,20,,"hospital, health, point_of_interest, establishment",Open now,099864 42239
ChIJI8yQ96BrrjsRIl2BMynpd-I,DOCTOR HEAL HOSPITAL & DIAGNOSTICS,"Road, next to Kaushalya Vikas Kendra, Weavers Colony, Pillaganahalli, Bengaluru, Karnataka 560083, India",12.842817,77.5858598,,4.9,976,,"hospital, health, point_of_interest, establishment",Open now,085498 80144
ChIJVcLVMctrrjsRgqtE2x7VULI,HARSHAVARDHANA HEALTH CENTER,"RHVJ+MWC, Weavers Colony, Gottigere, Bengaluru, Karnataka 560083, India",12.8441798,77.5822666,,1,1,,"hospital, health, point_of_interest, establishment",Opening hours not available,090357 80021
ChIJJRL_GxtrrjsR8s0LSkhH__A,Shri Dhanvantari polyclinic & medicals,"1890 7th cross, Bannerghatta Rd, Maruthi Layout, Weavers Colony, Gottigere, Bengaluru, Karnataka 560083, India",12.8428898,77.5819445,,5,32,,"hospital, health, point_of_interest, establishment",Open now,077958 70040
ChIJZQrOOrBrrjsRCDj0hqqhWfA,SNEHA HEALTH CARE AND A J MEDICAL,"Pillaganahalli, Bengaluru, Karnataka 560083, India",12.83626,77.5769688,,5,5,,"hospital, health, point_of_interest, establishment",Open now,
ChIJ46triLhrrjsR5XHSf1Pu618,Dr. Hiremath- Paediatrician In Bengaluru,"Vinayaka Hospital. 529, 4Th Cross, Viewers Colony, Gottigere, Post, Weavers Colony, Bannerughatta, Bengaluru, Karnataka 560083, India",12.8445757,77.5821823,https://drhiremath.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu,,0,,"hospital, local_government_office, doctor, government_office, consultant, health, point_of_interest, establishment",Closed,
ChIJW46OvDJBrjsRD5C3DMEfkXg,Hospital,"Chikanna complex, Sri sayi sreshta, hospital Shanbhoghanahalli, Shanboganhalli, Bilwaradahalli, Karnataka 562201, India",12.8267668,77.5606509,,5,1,,"hospital, health, point_of_interest, establishment",Open now,
ChIJ2__kqdNrrjsRPk6R-fB-AH8,Blossom Rehabilitation Centre,"Dinnepalya, RJR4+674, Village, Bengaluru, Karnataka 560083, India",12.840522,77.6056949,,4.1,16,,"hospital, health, point_of_interest, establishment",Open now,080731 26248
ChIJqTk1KABrrjsRnvhsIaPf82o,Ragu medical & General Store,"RHWV+973 324 Building, Krishna Reddy Layout, Basavanapura, Bengaluru, Karnataka 560083, India",12.8458943,77.5929686,,5,13,,"hospital, health, point_of_interest, establishment",Open now,
ChIJQcmDDyVrrjsRCLhEQHTtCrw,Sri Maruthi Medicals,"No 592/128, 10th Cross, Sri Renuka Yellamma Layout, Begur - Koppa Rd, Mylasandra Dinne, Bengaluru, Karnataka 560068, India",12.8392427,77.6141721,,5,8,,"hospital, health, point_of_interest, establishment",Open now,097395 33955
ChIJCwWHCQBrrjsRSrrkY2Jwpkg,SRI HARSHAVARDANA HEALTH CENTER,"RJH5+QWC, Road, CK Palya, Hullahalli, Bengaluru, Karnataka 560083, India",12.8294447,77.6097514,,,0,,"hospital, health, point_of_interest, establishment",Opening hours not available,
ChIJU5TU17NrrjsRW6faORxICd8,Cloudnine Hospital - Electronic City | Best Maternity & Pregnancy Centre,"No. 3, Neeladri Rd, opp. Puma Showroom, Neeladri Nagar, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100, India",12.8418208,77.6448446,https://www.cloudninecare.com/centre/electronic-city?utm_city=bengaluru&utm_source=gmb&utm_medium=organic&utm_campaign=bengaluru+electronic-city+c9-hospital-gmb-website+c9-hospital-electronic-city&utm_content=website-button,4.8,4022,,"hospital, doctor, health, point_of_interest, establishment",Open now,099728 99728
ChIJ1ZgEiHptrjsRZJYBtUxOfTo,Dr Agarwals Eye Hospital,"2nd Floor, Himagiri High Street. 106/1 Electronic City, Electronics City Phase 1, Doddathoguru, Bengaluru, Karnataka 560100, India",12.8420177,77.643911,https://www.dragarwal.com/,4.7,381,,"physiotherapist, hospital, doctor, health, point_of_interest, establishment",Open now,095949 03749
ChIJIb-cs9FrrjsRs27LC4JW9xo,Sri sai multi speciality hospital,"Bettadasanapura, Bengaluru, Karnataka 560068, India",12.839503,77.6298375,,3.9,61,,"hospital, health, point_of_interest, establishment",Open now,096635 66677
ChIJY827O3NrrjsR_-0-RhsdQ_Q,Heera Clinic,"Bettadasanapura Main Rd, near church, Bettadasanapura, Bengaluru, Karnataka 560100, India",12.842063,77.6326995,,4.6,27,,"hospital, health, point_of_interest, establishment",Open now,092063 40864
ChIJg5QCveRrrjsRAoeQRbB0kNQ,Lakshminatha Ayurvedic Center,"1st & 4th Floor uniworld commercial block Opp to cloud-9 hospital behind Style Union & Hotel Nandana palace Neeladri road, Doddathogur Rd, Neeladri Nagar, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100, India",12.8413856,77.6450268,https://site.dgtechsoln.com/laksminatha-ayurvedic-center/,4.8,67,,"hospital, health, point_of_interest, establishment",Open now,077953 84346
ChIJi9qDamRrrjsRi7cZeMxbdO4,Dr. Mohanbabu Amberkar | Best General Practitioner Doctor Near Me|22yrs Exp|Bangalore,"171, 12th Cross Rd, Fresh point, chats lane, opposite GLR Vintage Apartments, Neeladri Nagar, Electronics City Phase 1, Doddathoguru, Bengaluru, Karnataka 560100, India",12.8397831,77.6472857,https://www.apollo247.com/doctors/dr-mohanbabu-amberkar-f4324064-347b-44f7-ba6f-33ad5dda689c?utm_source=gmb_docverse&utm_medium=clinics&utm_campaign=doctors,4.8,197,,"hospital, doctor, health, point_of_interest, establishment",Open now,080 4464 3829
ChIJS3_ZL6JrrjsRc8GNBmub1Y4,Holistic Life Care,"RJHM+J6H, S.Bingipura, Karnataka 560105, India",12.8290598,77.6331188,,4.3,12,,"hospital, health, point_of_interest, establishment",Closed,099021 05448
ChIJP2267W5rrjsR0MozFXZhsks,Neo true North hospital,"Sy. No. 110/4, Rebus Realm, 1, Neeladri Main, Road, Doddathoguru, Bengaluru, Karnataka 560100, India",12.847407,77.6439033,,4.2,476,,"hospital, health, point_of_interest, establishment",Open now,080 4848 4789
ChIJIch6p3trrjsRif-SgrCNcgo,Motherhood Hospital Electronic City – Best Maternity Hospital In Bangalore,"8312/164, Survey 164, Neeladri Rd, Karuna Nagar, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100, India",12.840945,77.6513806,https://www.motherhoodindia.com/locations/bangalore/electronic-city-unit/?utm_source=gmb_mhi&utm_medium=localseo&utm_campaign=electronicity,4.8,5226,,"hospital, doctor, health, point_of_interest, establishment",Open now,080672 38911
ChIJEcZjwZ1srjsRbo-1WVISWyg,Sri Laxmi Hospital,"Doddathogur Rd, Electronics City Phase 1, Electronic City, Doddathoguru, Bengaluru, Karnataka 560100, India",12.8504342,77.6552359,,3.1,141,,"hospital, health, point_of_interest, establishment",Open now,080 4111 6881
ChIJmdD1ul5srjsR_ISQXG96r-M,Mahesh Health Care,"Hosur Rd, Kammasandra, Electronic City, Bengaluru, Karnataka 560100, India",12.8309129,77.6816513,,4.4,311,,"doctor, hospital, health, point_of_interest, establishment",Open now,088927 63431
ChIJ1UU_LHxrrjsRrNxTJHW-yFw,Anjana Child Care by BabyMD - Electronic City,"1st Floor, 227, 2nd Cross Rd, above Axis Bank, Neeladri Nagar, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100, India",12.8406074,77.6504909,https://babymd.in/,4.6,1674,,"hospital, doctor, health, point_of_interest, establishment",Open now,096867 62605
ChIJmzjRXpxsrjsRBPeVVe12ow8,Narayana Multispeciality,"Velankani Drive, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100, India",12.848964,77.657578,https://www.narayanahealth.org/hospitals/bangalore/narayana-multispeciality-clinic-electronic-city-niladri-road?utm_source=Googlemaps&utm_medium=GMB,4.3,734,,"hospital, doctor, health, point_of_interest, establishment",Open now,080675 06870
ChIJE-Id5ClrrjsR-7i8MFyo2vA,E CITY HOSPITALS,"Maha Yogi Vemana Rd, Electronics City Phase 1, Doddathoguru, Bengaluru, Karnataka 560100, India",12.8504149,77.656627,http://www.ecityhospitals.in/,4.2,641,,"physiotherapist, dentist, hospital, doctor, health, point_of_interest, establishment",Open now,096060 48471
ChIJJwxP8WJsrjsRM13HfJlG0CI,BABY'S DAY OUT CHILDREN CLINIC AND MULTISPECIALITY CENTRE,"5, Sy.No.121, 13, Gollahalli Main Rd, Gollahalli, Electronic City, Bengaluru, Karnataka 560100, India",12.83335,77.66758,https://sacredoakhospital.com/electronic-city-phase-1,4.8,168,,"hospital, doctor, health, point_of_interest, establishment",Open now,097421 98844
ChIJj2MUcTVtrjsR1WscveikCjI,C V Hospital,"143b, Bommasandra Industrial Area, Vinayaka Nagar, Hebbagodi, Bengaluru, Bommasandra, Karnataka 560099, India",12.8229916,77.6744159,https://www.facebook.com/cvhospital.in,4,1,,"hospital, health, point_of_interest, establishment",Closed,
ChIJ-VnMbl9srjsR3uWWXyLt5NM,Vimalalaya Hospital,"Huskur Gate, Hosur Rd, Post, Electronic City, Bengaluru, Karnataka 560100, India",12.8349475,77.6803671,http://www.vimalalayahospital.com/,3.3,603,,"hospital, health, point_of_interest, establishment",Open now,095130 25255
ChIJJaoWAYRsrjsRIdkg92tsqqc,Springleaf Hospital,"60/3, Hosur Rd, next to Andra Bank, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100, India",12.8525896,77.6675444,https://www.springleaf-healthcare.com/,4.2,1629,,"hospital, doctor, health, point_of_interest, establishment",Open now,074111 22444
ChIJHWn3l4BtrjsRAuUHk5DXZ_I,NV Hospital,"Govinda Shetty Palya Rd, Phase II, LHR layout, Bengaluru, Karnataka 560100, India",12.8524953,77.6731506,,4.5,101,,"hospital, health, point_of_interest, establishment",Open now,090081 06900
ChIJiWjTtD1trjsRVO_TkxWZ0C0,JJ HOSPITALS,"Phase 1, Kammasandra, Electronic City, Bengaluru, Karnataka 560100, India",12.8350364,77.694069,,3.9,237,,"hospital, dental_clinic, pharmacy, doctor, health, store, point_of_interest, establishment",Open now,080 4165 5354
ChIJuaopy49trjsRL3B1GQ244rM,"SANDESH ALVA CHILDREN CLINIC, CHILD VACCINATION CENTRE AND WOMEN'S CARE CLINIC ( PAEDIATRICIAN AND GYNECOLOGIST)","No-020, 4th Main, 5th A main, 1, Kammasandra Village Rd, Ananth Nagar, Shree Ananth Nagar Layout, Phase II, Electronic City, Bengaluru, Karnataka 560100, India",12.8366598,77.685452,,4.7,465,,"hospital, health, point_of_interest, establishment",Open now,098863 82686
ChIJeXqgdzNtrjsRofYmGl-S6Ms,NIMS Hospital Bengaluru,"Syno:82/11 old no:182/1, Singgene Agrahara Village Sarjapura Hobli, Taluk, Gulimangala, Anekal, Bengaluru, Karnataka 560100, India",12.839471,77.6973341,https://nimshospital.net/,4.8,32,,"hospital, health, point_of_interest, establishment",Open now,076768 74684
ChIJn9WRqgdtrjsRJPBeBnp0JHw,Yashaayu Ayurveda,"1234, hamsa arcade, 3rd floor, 9th cross, phase2, Hosur Rd, opposite to more super market, Ananth Nagar, Phase 1, Kammasandra, Electronic City, Bengaluru, Karnataka 560100, India",12.835065,77.6937109,http://www.yashaayuayurveda.com/,4.9,234,,"skin_care_clinic, hospital, doctor, health, massage, point_of_interest, establishment",Open now,082968 34836
ChIJAy2nZFNtrjsRDsOU3sRGXPA,Sudeeksha Healthcare,"135/5, Muthanallur Rd, Gopasandra, Bengaluru, Karnataka 560099, India",12.8425749,77.7283161,,5,20,,"hospital, point_of_interest, health, establishment",Open now,063666 20121
ChIJuxc5VoNtrjsRmWG_8QGG7fs,THE OXFORD HOSPITAL MUTHANALLUR,"RPMM+3MH, Muthanallur, Bommasandra, Karnataka 560099, India",12.8326968,77.7342395,,1,6,,"hospital, point_of_interest, health, establishment",Opening hours not available,
ChIJS7_gRI9xrjsRQ8ZTthFuhaw,Begapalli PHC,"QRR3+GP3, Nalluru Agrahara Rd, Ezlil Nagar, Begepalli, Hosur, Tamil Nadu 635126, India",12.791273,77.8042901,,4.3,9,,"hospital, health, point_of_interest, establishment",Opening hours not available,
ChIJcV2ZjwlHrjsRnER5vgx6yjU,Sai Krupa Hospital,"BM Highway Kaniminike, Kanmanike, Kumbalgodu, Bengaluru, Karnataka 560074, India",12.8630696,77.4331629,https://saikrupa-hospital.web.app/,3.4,19,,"hospital, health, point_of_interest, establishment",Open now,080 6878 5032
ChIJm1IZlR9HrjsRrSzvptHZ_DY,Govt hospital hagare,"VC7M+HFF, road, Kanmanike, Halebeedu, Bengaluru, Karnataka 560074, India",12.8639265,77.4336655,,5,1,,"hospital, health, point_of_interest, establishment",Open now,
ChIJrUQ0WHxJrjsR8O_jWt84i4k,Government veterinary hospital Ganakal,"V925+G7H, Ramanagara, Karnataka 562109, India",12.8513095,77.3582205,,,0,,"hospital, health, point_of_interest, establishment",Opening hours not available,
ChIJH-R829A5rjsRz5UvfxlmpyU,ಪ್ರಾಥಮಿಕ ಆರೋಗ್ಯ ಕೇಂದ್ರ,"VCGV+FXQ, Kumbalgodu, Bengaluru, Karnataka 560074, India",12.8762098,77.4449732,,4,4,,"hospital, health, point_of_interest, establishment",Opening hours not available,
ChIJ7_ula8c5rjsRQEmGM3VasvE,DHANALAKSHMI MEDICAL,"Hosapalya Rd, opposite Pepsi gate, Kumbalgodu, Bengaluru, Karnataka 560074, India",12.8727454,77.438878,,5,26,,"hospital, health, point_of_interest, establishment",Open now,
ChIJcxztolFHrjsRKsRTs6m535U,Sri gurukrupa medical,"4 kamba k Gollahalli post Thagachaguppe kumbalgodu, Kengeri, Bengaluru, Karnataka 560074, India",12.8559372,77.4526928,,5,1,,"hospital, health, point_of_interest, establishment",Open now,086607 66695
ChIJcbrNYERHrjsRXw-lovr-s1A,BGS GIMS Urban Health Training Centre,"VF66+Q33, Bengaluru, Karnataka 560060, India",12.8618877,77.460158,,5,2,,"hospital, health, point_of_interest, establishment",Closed,
ChIJAfPCIQBHrjsR7q7uLkRBMbc,Kanasu Diagnostic Lab,"VF43+528, Kumbalgodu Gollahalli, Bengaluru, Karnataka 560060, India",12.8554143,77.4525772,,4.9,16,,"hospital, health, point_of_interest, establishment",Opening hours not available,
ChIJP_KDg0NHrjsR4LBqv8pu-Aw,S B POLY CLINIC,"01 B, G S, Circal, Bengaluru, Karnataka 560074, India",12.855668,77.4528495,,5,1,,"pharmacy, hospital, health, store, point_of_interest, establishment",Opening hours not available,081508 68694
ChIJZ8sJ_vhHrjsRcw5fzELWS3A,Jeevaka The Way Off Ayurveda,"NH275, Kanmanike, Bengaluru, Karnataka 560074, India",12.8659312,77.4363468,,,0,,"hospital, health, point_of_interest, establishment",Opening hours not available,
ChIJoZK0IFlHrjsRXrfJi2_iGx0,Medical Store,"VF83+VJ8, thagachaguppe, Kumbalgodu, Bengaluru, Karnataka 560060, India",12.8671708,77.4540709,,5,3,,"hospital, health, point_of_interest, establishment",Opening hours not available,090082 21107
ChIJMX09XQA5rjsRCUY68iO0Nj4,TRUST MED MultiSpecialty Hospital & DIAGNOSTICS,"VCGW+PJ9, Bengaluru, Karnataka 560060, India",12.8767433,77.4466814,,5,56,,"hospital, point_of_interest, health, establishment",Open now,
ChIJK9w1SqE_rjsRvBKB-23Gezw,Sai Vindhya Polyclinic Newborn and Children Chest and Allergy Care,"Survey no 24/13, Shop No 3, Canara Bank Building, 236/2, South, East phase, Kengeri Hobli, Kumbalgodu, Bengaluru, Karnataka 560074, India",12.8777026,77.4462625,,5,11,,"hospital, point_of_interest, health, establishment",Open now,081977 99696
ChIJP87vZ5g4rjsRWTSZLp3v-74,Jaya Clinic,"1st Floor, Mysore Main Road, near Sky Walk, Kumbalagodu, Bengaluru, Karnataka 560074, India",12.878769,77.4459294,,4.5,2,,"hospital, point_of_interest, health, establishment",Opening hours not available,
ChIJcdLVC845rjsRu4vYfsYtrOs,SHREE RENUKA MEDICALS AND GENERAL STORES,"#23 Gerupalya Doddaladamara road kumbalgodu post kengeri hobli, Bengaluru, Karnataka 560074, India",12.8784456,77.4463329,,5,1,,"hospital, point_of_interest, health, establishment",Open now,095358 12614
ChIJFY0_0otjLocRggMWMT77k5U,Sree Dhanvantari Day care & Diagnostic centre,"Shop No.2, Om Sri Sai Kripa Plaza, Infront of Shoba Hill View Apartment, near the Home school, Nagegowdanapalya, Uttarahalli -Manavarthekaval, Bengaluru, Karnataka 560109, India",12.8660247,77.521461,https://sreedhanvantaridaycare.my.canva.site/,4.7,14,,"skin_care_clinic, hospital, point_of_interest, health, establishment",Open now,090194 08245
ChIJP9_diBJBrjsRgRe3RHUS_vg,Pavan Ganga Clinic,"5, Kanakapura Main Rd, near keb office, sarsawthi nagar, Talaghattapura, Bengaluru, Karnataka 560062, India",12.8665164,77.5348081,,4.4,7,,"hospital, point_of_interest, health, establishment",Open now,095386 51462
ChIJd-9a2wo_rjsRIGhyFmOP9Xs,Shankar Super Specialty Hospital in Bangalore,"Pipeline Rd, Balaji Layout, Raghuvanahalli, Bangalore City Municipal Corporation Layout, Bengaluru, Vajarahalli, Karnataka 560062, India",12.8752812,77.5378976,https://www.shankarhospital.in/,4.1,925,,"hospital, health, point_of_interest, establishment",Open now,083510 81085
ChIJJx9y4Cc_rjsR_5A0cY87g2o,Zymus Hospital - Best Super Specialty Hospital in Kanakapura Road | Best Multispecialty Hospital in Bengaluru |,"No.1, K NO. 92, Nanjappa Complex, Kanakapura Main Rd, Raghuvanahalli, Bangalore City Municipal Corporation Layout, Bengaluru, Karnataka 560062, India",12.8786684,77.5450486,https://www.zymushospital.com/,4.8,1838,,"hospital, health, point_of_interest, establishment",Open now,080 2111 1001
ChIJB3xW-KJqrjsRNtbIkIUOZoA,Recoup Health Anjanapura,"312, 80 Feet Road, Further Extension of, Anjanapura 10th Block, Lal Bahadur Shastri Nagar, Bengaluru, Karnataka 560108, India",12.8554109,77.5706442,https://bit.ly/492VkAK,3.7,61,,"hospital, health, point_of_interest, establishment",Open now,08071 175 110
ChIJRzWIKqtBrjsRzDaMKvJ0eu4,"KITES I Premium Senior Care Center I Rehabilitation, Palliative & Dementia Care for Seniors, Kanakapura Road","Metro Station Thalagattapura, behind Talaghatpura, Paramount Gardens, Jyotipuram, Vajarahalli, Bengaluru, Karnataka 560062, India",12.8712971,77.5387381,http://www.kitesseniorcare.com/,4.5,10,,"hospital, doctor, health, point_of_interest, establishment",Open now,099800 67000
ChIJexMXVeZrrjsRSazGiPgBnDQ,Anjanapura Government Hospital,"#202/1, 203/1, Gollahalli Rd, Anjanapura, Bengaluru, Karnataka 560108, India",12.862223,77.5646361,,4.3,6,,"hospital, health, point_of_interest, establishment",Closed,
ChIJz3ElMBI_rjsRO_SdssXNRhU,VBJ || Bone & Joint Clinic || Shoulder & knee || Joint Replacement || Arthroscopy & Sports Medicine Bangalore,"588, 100 feet Road, Kanakapura Main Rd, Balaji Layout, Vajarahalli, Bengaluru, Karnataka 560109, India",12.8750603,77.5368783,https://www.drvijaychandar.com/,4.9,124,,"hospital, doctor, health, point_of_interest, establishment",Open now,089711 02779
ChIJzWic8hVBrjsR3Y3d4o36DaM,"Shubhaspati,Ayurveda Academy, Bengaluru","VH45+X73, Unnamed Road, Anjanapura 5th Block, Anjanapura Twp, Bengaluru, Karnataka 560108, India",12.857375,77.5581567,,5,18,,"hospital, health, point_of_interest, establishment",Opening hours not available,
